column,human_readable_label,units,definition,proxy_or_status,appears_in
source_table,Source Table,categorical/text,Source Table,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/Chen_boundaries_fine.csv;results/figure_source_data_package/candidate_693168/PR_energy_partition_histories.csv;results/figure_source_data_package/candidate_693168/ablation_summary.csv;results/figure_source_data_package/candidate_693168/closed_accommodation_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/extended_robustness.csv;results/figure_source_data_package/candidate_693168/fast_firing_preservation.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/candidate_693168/matched_density_ratio_curves.csv;results/figure_source_data_package/candidate_693168/missing_candidate_693168_channels.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_plot_dictionary.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_G_vs_rho.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ablation_summary.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_heating_rate_map.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_chain_annotations.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_edges.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_nodes.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/dimensionless_group_axis_options.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/exact_behavior_classification_counts.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/exact_property_phase_map.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_OAT_Qnuc_window.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_timescale_groups.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_OAT_Qclosed_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_PR_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_growth_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_matched_density_curves_693168.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_selectivity_groups.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_T2_diagnostic_curves.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_filled_map_tiles.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_Chen_boundaries.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_ablation_matrix.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_candidate_summary.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_closed_fraction_vs_reduction.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_robustness_summary.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_confusion.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_vs_exact_counts.csv;results/figure_source_data_package/figure_08_experimental_falsification/calibration_priority_table.csv;results/figure_source_data_package/figure_08_experimental_falsification/falsification_targets.csv;results/figure_source_data_package/figure_08_experimental_falsification/measurement_to_mechanism_map.csv;results/figure_source_data_package/supplement/equation_label_map.csv;results/figure_source_data_package/supplement/units_map.csv;results/figure_source_data_package/supplement/variable_axis_label_map.csv
span20,Span20,dimensionless/proxy,Span20,dimensionless/proxy,results/figure_source_data_package/candidate_693168/ablation_summary.csv;results/figure_source_data_package/candidate_693168/extended_robustness.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_ablation_matrix.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_candidate_summary.csv
span_TS_20_exact,Span Ts 20 Exact,dimensionless/proxy,Span Ts 20 Exact,dimensionless/proxy,results/figure_source_data_package/figure_02_exact_property_phase_map/exact_property_phase_map.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_OAT_Qclosed_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_PR_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_growth_prefactor_threshold.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv
span_fast_1p5,Span Fast 1P5,dimensionless/proxy,Span Fast 1P5,dimensionless/proxy,results/figure_source_data_package/fast_firing/clean_fast_firing_heating_rate_map.csv
span_fast_1p5_exact,Span Fast 1P5 Exact,dimensionless/proxy,Span Fast 1P5 Exact,dimensionless/proxy,results/figure_source_data_package/figure_02_exact_property_phase_map/exact_property_phase_map.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_OAT_Qnuc_window.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv
stage,Stage,categorical/text,Stage,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/PR_energy_partition_histories.csv;results/figure_source_data_package/candidate_693168/closed_accommodation_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv
success_band_flag,Success Band Flag,dimensionless/proxy,Success Band Flag,dimensionless/proxy,results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_filled_map_tiles.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
success_flag,Success Flag,dimensionless/proxy,Success Flag,dimensionless/proxy,results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv
supporting_evidence,Supporting Evidence,model-native or categorical; see definition/provenance,Supporting Evidence,measured/model-output/metadata,results/figure_source_data_package/figure_01_mechanism_chains/mechanism_edges.csv
supporting_table_or_report,Supporting Table Or Report,model-native or categorical; see definition/provenance,Supporting Table Or Report,measured/model-output/metadata,results/figure_source_data_package/figure_01_mechanism_chains/mechanism_nodes.csv
surrogate_both_flag,Surrogate Both Flag,dimensionless/proxy,Surrogate Both Flag,dimensionless/proxy,results/figure_source_data_package/figure_02_exact_property_phase_map/exact_property_phase_map.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv
surrogate_predicted_class,Surrogate Predicted Class,model-native or categorical; see definition/provenance,Surrogate Predicted Class,measured/model-output/metadata,results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_confusion.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv
switch_flag,Switch Flag,dimensionless/proxy,Switch Flag,dimensionless/proxy,results/figure_source_data_package/candidate_693168/dense_time_histories.csv
symbol,Symbol,model-native or categorical; see definition/provenance,Symbol,measured/model-output/metadata,results/figure_source_data_package/supplement/equation_label_map.csv;results/figure_source_data_package/supplement/units_map.csv;results/figure_source_data_package/supplement/variable_axis_label_map.csv
target_attained,Target Attained,dimensionless/proxy,Target Attained,dimensionless/proxy,results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_T2_diagnostic_curves.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
target_crossing_flag,Target Crossing Flag,dimensionless/proxy,Target Crossing Flag,dimensionless/proxy,results/figure_source_data_package/candidate_693168/dense_time_histories.csv
target_density,Target Density,dimensionless,Target Density,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_T2_diagnostic_curves.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
target_node,Target Node,model-native or categorical; see definition/provenance,Target Node,measured/model-output/metadata,results/figure_source_data_package/figure_01_mechanism_chains/mechanism_edges.csv
tau_cycle_s,Tau Cycle S,s,Tau Cycle S,measured/model-output/metadata,results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_timescale_groups.csv
tau_exchange_s,Tau Exchange S,s,Tau Exchange S,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_G_vs_rho.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_timescale_groups.csv
tau_nuc_s,Tau Nuc S,s,Tau Nuc S,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_G_vs_rho.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_timescale_groups.csv
tau_transport_s,Tau Transport S,s,Tau Transport S,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_G_vs_rho.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_timescale_groups.csv
text,Text,model-native or categorical; see definition/provenance,Text,measured/model-output/metadata,results/figure_source_data_package/figure_01_mechanism_chains/mechanism_chain_annotations.csv
tier,Tier,model-native or categorical; see definition/provenance,Tier,measured/model-output/metadata,results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_ablation_matrix.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_robustness_summary.csv
tier_status,Tier Status,categorical/text,Tier Status,measured/model-output/metadata,results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_candidate_summary.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_closed_fraction_vs_reduction.csv
time_budget_h,Time Budget H,h,Time Budget H,measured/model-output/metadata,results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_T2_diagnostic_curves.csv
two_step_attained,Two Step Attained,dimensionless/proxy,Two Step Attained,dimensionless/proxy,results/figure_source_data_package/candidate_693168/matched_density_ratio_curves.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_matched_density_curves_693168.csv
two_step_pass_exact,Two Step Pass Exact,model-native or categorical; see definition/provenance,Two Step Pass Exact,measured/model-output/metadata,results/figure_source_data_package/figure_02_exact_property_phase_map/exact_property_phase_map.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_OAT_Qclosed_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_PR_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_growth_prefactor_threshold.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv
unattainable_flag,Unattainable Flag,dimensionless/proxy,Unattainable Flag,dimensionless/proxy,results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv
units,Units,model-native or categorical; see definition/provenance,Units,measured/model-output/metadata,results/figure_source_data_package/chen_maps/chen_map_plot_dictionary.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/dimensionless_group_axis_options.csv;results/figure_source_data_package/supplement/equation_label_map.csv;results/figure_source_data_package/supplement/units_map.csv;results/figure_source_data_package/supplement/variable_axis_label_map.csv
units_reference,Units Reference,model-native or categorical; see definition/provenance,Units Reference,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/Chen_boundaries_fine.csv;results/figure_source_data_package/candidate_693168/PR_energy_partition_histories.csv;results/figure_source_data_package/candidate_693168/ablation_summary.csv;results/figure_source_data_package/candidate_693168/closed_accommodation_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/extended_robustness.csv;results/figure_source_data_package/candidate_693168/fast_firing_preservation.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/candidate_693168/matched_density_ratio_curves.csv;results/figure_source_data_package/candidate_693168/missing_candidate_693168_channels.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_plot_dictionary.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_G_vs_rho.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ablation_summary.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_heating_rate_map.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_chain_annotations.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_edges.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_nodes.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/dimensionless_group_axis_options.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/exact_behavior_classification_counts.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/exact_property_phase_map.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_OAT_Qnuc_window.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_timescale_groups.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_OAT_Qclosed_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_PR_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_growth_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_matched_density_curves_693168.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_selectivity_groups.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_T2_diagnostic_curves.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_filled_map_tiles.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_Chen_boundaries.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_ablation_matrix.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_candidate_summary.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_closed_fraction_vs_reduction.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_robustness_summary.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_confusion.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_vs_exact_counts.csv;results/figure_source_data_package/figure_08_experimental_falsification/calibration_priority_table.csv;results/figure_source_data_package/figure_08_experimental_falsification/falsification_targets.csv;results/figure_source_data_package/figure_08_experimental_falsification/measurement_to_mechanism_map.csv;results/figure_source_data_package/supplement/equation_label_map.csv;results/figure_source_data_package/supplement/units_map.csv;results/figure_source_data_package/supplement/variable_axis_label_map.csv
upper_boundary_C,Upper Boundary C,degC,Upper Boundary C,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/Chen_boundaries_fine.csv;results/figure_source_data_package/candidate_693168/ablation_summary.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_Chen_boundaries.csv
upper_boundary_flag,Upper Boundary Flag,dimensionless/proxy,Upper Boundary Flag,dimensionless/proxy,results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_filled_map_tiles.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
upper_boundary_present,Upper Boundary Present,dimensionless/proxy,Upper Boundary Present,dimensionless/proxy,results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_candidate_summary.csv
upper_boundary_present_exact,Upper Boundary Present Exact,dimensionless/proxy,Upper Boundary Present Exact,dimensionless/proxy,results/figure_source_data_package/figure_02_exact_property_phase_map/exact_property_phase_map.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_OAT_Qclosed_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_PR_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_growth_prefactor_threshold.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv
upper_boundary_region_flag,Upper Boundary Region Flag,dimensionless/proxy,Upper Boundary Region Flag,dimensionless/proxy,results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv
upper_bracketed,Upper Bracketed,model-native or categorical; see definition/provenance,Upper Bracketed,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/Chen_boundaries_fine.csv;results/figure_source_data_package/candidate_693168/ablation_summary.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_Chen_boundaries.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_ablation_matrix.csv
validation_status,Validation Status,categorical/text,Validation Status,measured/model-output/metadata,results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_candidate_summary.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_closed_fraction_vs_reduction.csv
value,Value,model-native or categorical; see definition/provenance,Value,measured/model-output/metadata,results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_vs_exact_counts.csv
variable_links,Variable Links,model-native or categorical; see definition/provenance,Variable Links,measured/model-output/metadata,results/figure_source_data_package/figure_01_mechanism_chains/mechanism_nodes.csv
w_PR,W Pr,model-native or categorical; see definition/provenance,W Pr,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/PR_energy_partition_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
w_dens,W Dens,model-native or categorical; see definition/provenance,W Dens,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/PR_energy_partition_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
window_width_C,Window Width C,degC,Window Width C,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/Chen_boundaries_fine.csv;results/figure_source_data_package/candidate_693168/ablation_summary.csv;results/figure_source_data_package/candidate_693168/extended_robustness.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_filled_map_tiles.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_Chen_boundaries.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_ablation_matrix.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_candidate_summary.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_closed_fraction_vs_reduction.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_robustness_summary.csv
